Time,acc_x,acc_y,acc_z,Pitch,Roll,Yaw
58.000000,0.000007,0.000006,0.001369,0.006401,0.047924,0.000085,
58.049999,0.000012,0.000006,0.002512,0.006135,0.073398,0.000087,
58.099998,0.000021,0.000008,0.003824,0.006042,0.101740,0.000086,
58.150002,0.000027,0.000017,0.006708,0.006234,0.144713,0.000131,
58.200001,0.000027,0.000019,0.011392,0.006155,0.182094,0.000247,
58.250000,0.000172,0.000019,0.015963,0.006524,0.185237,0.000263,
58.299999,0.000441,0.000028,0.019742,0.006973,0.185856,0.000281,
58.349998,0.001078,0.000033,0.024169,0.007161,0.197224,0.000489,
58.400002,0.001695,0.000048,0.034764,0.006399,0.171973,0.000662,
58.450001,0.003227,0.000049,0.037523,0.003689,0.155445,0.000680,
58.500000,0.004477,0.000048,0.036873,0.000521,0.144927,0.000664,
58.549999,0.005407,0.000046,0.033535,0.000491,0.136629,0.000734,
58.599998,0.006833,0.000046,0.028559,0.000670,0.128919,0.000876,
58.650002,0.008081,0.000035,0.024242,0.000667,0.129602,0.000665,
58.700001,0.009414,0.000036,0.021116,0.000688,0.129619,0.000235,
58.750000,0.011962,0.000036,0.018300,0.000635,0.171387,0.000378,
58.799999,0.015836,0.000028,0.014895,0.000577,0.250965,0.000592,
58.849998,0.024158,0.000029,0.013268,0.001390,0.265902,0.001281,
58.900002,0.034912,0.000427,0.011986,0.001569,0.283626,0.001634,
58.950001,0.044330,0.000410,0.014063,0.001649,0.275463,0.002402,
59.000000,0.052498,0.000440,0.014222,0.001230,0.194417,0.003763,
59.049999,0.053987,0.000449,0.012152,0.001359,0.207181,0.003494,
59.099998,0.051492,0.000483,0.010614,0.001405,0.342962,0.003302,
59.150002,0.043843,0.000562,0.008592,0.001403,0.493210,0.002441,
59.200001,0.032939,0.000563,0.006525,0.001493,0.663273,0.002452,
59.250000,0.019326,0.000600,0.008682,0.005710,1.017951,0.009618,
59.299999,0.009844,0.000612,0.008148,0.005719,0.935485,0.010212,
59.349998,0.004741,0.000617,0.007999,0.004606,0.843968,0.010386,
59.400002,0.002905,0.000170,0.002088,0.003974,0.693067,0.010294,
59.450001,0.001756,0.000157,0.002082,0.003144,0.352241,0.009242,
59.500000,0.001652,0.000152,0.002079,0.003030,0.153437,0.006322,
59.549999,0.001615,0.000151,0.002067,0.003055,0.086242,0.005312,
59.599998,0.001618,0.000142,0.002069,0.002965,0.072291,0.003957,
59.650002,0.001581,0.000098,0.002046,0.002893,0.065082,0.002861,
59.700001,0.001587,0.000091,0.001478,0.002884,0.063384,0.002848,
59.750000,0.000009,0.000001,0.000010,0.000031,0.000032,0.000026,
59.799999,0.000007,0.000002,0.000007,0.000012,0.000021,0.000027,
59.849998,0.000006,0.000002,0.000007,0.000013,0.000031,0.000027,
59.900002,0.000007,0.000002,0.000006,0.000013,0.000038,0.000004,
59.950001,0.000007,0.000002,0.000003,0.000013,0.000039,0.000004,
60.000000,0.000006,0.000002,0.000004,0.000006,0.000034,0.000006,
60.049999,0.000006,0.000002,0.000004,0.000006,0.000039,0.000006,
60.099998,0.000005,0.000002,0.000004,0.000006,0.000032,0.000008,
60.150002,0.000005,0.000001,0.000004,0.000015,0.000033,0.000007,
60.200001,0.000005,0.000002,0.000002,0.000016,0.000034,0.000009,
60.250000,0.000002,0.000002,0.000002,0.000014,0.000033,0.000009,
60.299999,0.000002,0.000002,0.000002,0.000013,0.000031,0.000010,
60.349998,0.000002,0.000003,0.000003,0.000013,0.000022,0.000016,
60.400002,0.000002,0.000003,0.000003,0.000014,0.000012,0.000017,
60.450001,0.000002,0.000003,0.000003,0.000015,0.000012,0.000020,
60.500000,0.000002,0.000003,0.000002,0.000013,0.000010,0.000020,
60.549999,0.000001,0.000004,0.000002,0.000012,0.000008,0.000020,
60.599998,0.000001,0.000004,0.000006,0.000019,0.000006,0.000023,
60.650002,0.000003,0.000004,0.000006,0.000015,0.000005,0.000021,
60.700001,0.000003,0.000003,0.000006,0.000017,0.000003,0.000021,
60.750000,0.000004,0.000004,0.000007,0.000018,0.000017,0.000024,
60.799999,0.000003,0.000004,0.000006,0.000018,0.000019,0.000024,
60.849998,0.000003,0.000002,0.000006,0.000018,0.000018,0.000022,
60.900002,0.000003,0.000002,0.000008,0.000020,0.000019,0.000024,
60.950001,0.000003,0.000002,0.000009,0.000020,0.000018,0.000020,
61.000000,0.000004,0.000002,0.000009,0.000022,0.000029,0.000019,
61.049999,0.000004,0.000002,0.000009,0.000022,0.000034,0.000020,
61.099998,0.000003,0.000002,0.000003,0.000018,0.000036,0.000010,
61.150002,0.000002,0.000001,0.000003,0.000014,0.000051,0.000009,
61.200001,0.000002,0.000001,0.000003,0.000020,0.000050,0.000007,
61.250000,0.000002,0.000001,0.000003,0.000019,0.000053,0.000013,
61.299999,0.000003,0.000001,0.000003,0.000020,0.000051,0.000013,
61.349998,0.000004,0.000002,0.000008,0.000021,0.000061,0.000013,
61.400002,0.000004,0.000003,0.000008,0.000018,0.000061,0.000012,
61.450001,0.000004,0.000003,0.000007,0.000018,0.000061,0.000013,
61.500000,0.000004,0.000003,0.000007,0.000017,0.000059,0.000016,
61.549999,0.000004,0.000003,0.000007,0.000017,0.000051,0.000018,
61.599998,0.000007,0.000002,0.000010,0.000013,0.000054,0.000018,
61.650002,0.000007,0.000002,0.000009,0.000011,0.000065,0.000025,
61.700001,0.000006,0.000002,0.000011,0.000007,0.000065,0.000025,
61.750000,0.000004,0.000002,0.000011,0.000008,0.000052,0.000021,
61.799999,0.000004,0.000004,0.000012,0.000007,0.000053,0.000020,
61.849998,0.000002,0.000005,0.000008,0.000008,0.000039,0.000019,
61.900002,0.000004,0.000005,0.000007,0.000010,0.000041,0.000027,
61.950001,0.000004,0.000005,0.000007,0.000008,0.000043,0.000025,
62.000000,0.000009,0.000006,0.000007,0.000007,0.000041,0.000027,
62.049999,0.000009,0.000011,0.000035,0.000008,0.000042,0.000028,
62.099998,0.000023,0.000011,0.080695,0.000008,0.000035,0.000028,
62.150002,0.000024,0.000011,0.079870,0.000008,0.000018,0.000014,
62.200001,0.000028,0.000011,0.078956,0.000008,0.000016,0.000012,
62.250000,0.000033,0.000011,0.078149,0.000007,0.000017,0.000012,
62.299999,0.000039,0.000008,0.077442,0.000005,0.000017,0.000010,
62.349998,0.000043,0.000005,0.076748,0.000005,0.000018,0.000010,
62.400002,0.000043,0.000005,0.076066,0.000001,0.000014,0.000007,
62.450001,0.000040,0.000002,0.075441,0.000001,0.000000,0.000006,
62.500000,0.000017,0.000002,0.074855,0.000001,0.000000,0.000003,
0.000000,0.000000,0.000000,0.073636,0.000000,0.000000,0.000000,
